date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
11/25/2022,2022,November,Friday,Staten Island Railway,Ridership,3361,110
11/26/2022,2022,November,Saturday,Staten Island Railway,Ridership,2286,66
11/27/2022,2022,November,Sunday,Staten Island Railway,Ridership,1408,46
11/28/2022,2022,November,Monday,Staten Island Railway,Ridership,7120,42
11/30/2022,2022,November,Wednesday,Staten Island Railway,Ridership,7204,42
12/01/2022,2022,December,Thursday,Staten Island Railway,Ridership,7538,48
12/02/2022,2022,December,Friday,Staten Island Railway,Ridership,6576,42
12/03/2022,2022,December,Saturday,Staten Island Railway,Ridership,1467,30
12/04/2022,2022,December,Sunday,Staten Island Railway,Ridership,1266,37
12/05/2022,2022,December,Monday,Staten Island Railway,Ridership,7013,45
12/06/2022,2022,December,Tuesday,Staten Island Railway,Ridership,7447,48
12/07/2022,2022,December,Wednesday,Staten Island Railway,Ridership,7526,48
12/08/2022,2022,December,Thursday,Staten Island Railway,Ridership,7541,48
12/09/2022,2022,December,Friday,Staten Island Railway,Ridership,6379,41
12/10/2022,2022,December,Saturday,Staten Island Railway,Ridership,1873,38
12/11/2022,2022,December,Sunday,Staten Island Railway,Ridership,1103,32
12/13/2022,2022,December,Tuesday,Staten Island Railway,Ridership,7570,49
12/15/2022,2022,December,Thursday,Staten Island Railway,Ridership,7001,45
12/16/2022,2022,December,Friday,Staten Island Railway,Ridership,5823,37
12/17/2022,2022,December,Saturday,Staten Island Railway,Ridership,2071,42
12/19/2022,2022,December,Monday,Staten Island Railway,Ridership,6591,42
12/20/2022,2022,December,Tuesday,Staten Island Railway,Ridership,7046,45
12/21/2022,2022,December,Wednesday,Staten Island Railway,Ridership,6993,45
12/22/2022,2022,December,Thursday,Staten Island Railway,Ridership,5728,37
12/23/2022,2022,December,Friday,Staten Island Railway,Ridership,4523,29
12/24/2022,2022,December,Saturday,Staten Island Railway,Ridership,1304,26
12/25/2022,2022,December,Sunday,Staten Island Railway,Ridership,1005,30
12/26/2022,2022,December,Monday,Staten Island Railway,Ridership,2214,65
12/27/2022,2022,December,Tuesday,Staten Island Railway,Ridership,5228,34
12/28/2022,2022,December,Wednesday,Staten Island Railway,Ridership,5407,35
12/29/2022,2022,December,Thursday,Staten Island Railway,Ridership,5597,36
12/30/2022,2022,December,Friday,Staten Island Railway,Ridership,5338,34
12/31/2022,2022,December,Saturday,Staten Island Railway,Ridership,1847,37
02/13/2022,2022,February,Sunday,Staten Island Railway,Ridership,1322,47
02/26/2022,2022,February,Saturday,Staten Island Railway,Ridership,2012,47
07/06/2022,2022,July,Wednesday,Staten Island Railway,Ridership,6448,47
07/07/2022,2022,July,Thursday,Staten Island Railway,Ridership,6463,47
07/13/2022,2022,July,Wednesday,Staten Island Railway,Ridership,6536,47
07/14/2022,2022,July,Thursday,Staten Island Railway,Ridership,6413,47
07/26/2022,2022,July,Tuesday,Staten Island Railway,Ridership,6479,47
07/28/2022,2022,July,Thursday,Staten Island Railway,Ridership,6421,47
08/16/2022,2022,August,Tuesday,Staten Island Railway,Ridership,6228,47
08/27/2022,2022,August,Saturday,Staten Island Railway,Ridership,2214,47
08/30/2022,2022,August,Tuesday,Staten Island Railway,Ridership,6228,47
08/31/2022,2022,August,Wednesday,Staten Island Railway,Ridership,6261,47
09/10/2022,2022,September,Saturday,Staten Island Railway,Ridership,1948,47
09/20/2022,2022,September,Tuesday,Staten Island Railway,Ridership,7962,47
09/21/2022,2022,September,Wednesday,Staten Island Railway,Ridership,8112,47
11/19/2022,2022,November,Saturday,Staten Island Railway,Ridership,1630,47
12/14/2022,2022,December,Wednesday,Staten Island Railway,Ridership,7400,47
01/09/2022,2022,January,Sunday,Staten Island Railway,Ridership,1210,44
03/16/2022,2022,March,Wednesday,Staten Island Railway,Ridership,7009,44
03/22/2022,2022,March,Tuesday,Staten Island Railway,Ridership,7082,44
04/05/2022,2022,April,Tuesday,Staten Island Railway,Ridership,7089,44
04/12/2022,2022,April,Tuesday,Staten Island Railway,Ridership,7099,44
06/01/2022,2022,June,Wednesday,Staten Island Railway,Ridership,7084,44
06/07/2022,2022,June,Tuesday,Staten Island Railway,Ridership,7169,44
06/08/2022,2022,June,Wednesday,Staten Island Railway,Ridership,7114,44
06/15/2022,2022,June,Wednesday,Staten Island Railway,Ridership,7153,44
06/21/2022,2022,June,Tuesday,Staten Island Railway,Ridership,7183,44
08/09/2022,2022,August,Tuesday,Staten Island Railway,Ridership,5935,44
08/11/2022,2022,August,Thursday,Staten Island Railway,Ridership,5842,44
08/18/2022,2022,August,Thursday,Staten Island Railway,Ridership,5834,44
08/23/2022,2022,August,Tuesday,Staten Island Railway,Ridership,5903,44
09/11/2022,2022,September,Sunday,Staten Island Railway,Ridership,1275,44
09/13/2022,2022,September,Tuesday,Staten Island Railway,Ridership,7552,44
10/06/2022,2022,October,Thursday,Staten Island Railway,Ridership,7907,44
10/11/2022,2022,October,Tuesday,Staten Island Railway,Ridership,7841,44
10/12/2022,2022,October,Wednesday,Staten Island Railway,Ridership,7820,44
10/18/2022,2022,October,Tuesday,Staten Island Railway,Ridership,7917,44
10/19/2022,2022,October,Wednesday,Staten Island Railway,Ridership,7934,44
10/20/2022,2022,October,Thursday,Staten Island Railway,Ridership,7784,44
10/25/2022,2022,October,Tuesday,Staten Island Railway,Ridership,7864,44
10/27/2022,2022,October,Thursday,Staten Island Railway,Ridership,7848,44
11/22/2022,2022,November,Tuesday,Staten Island Railway,Ridership,7462,44
11/29/2022,2022,November,Tuesday,Staten Island Railway,Ridership,7510,44
12/12/2022,2022,December,Monday,Staten Island Railway,Ridership,6838,44
12/18/2022,2022,December,Sunday,Staten Island Railway,Ridership,1487,44
01/01/2023,2023,January,Sunday,Subways,Ridership,1675507,80
01/02/2023,2023,January,Monday,Subways,Ridership,1938154,93
01/03/2023,2023,January,Tuesday,Subways,Ridership,3175777,62
01/04/2023,2023,January,Wednesday,Subways,Ridership,3413052,66
01/05/2023,2023,January,Thursday,Subways,Ridership,3428520,67
01/06/2023,2023,January,Friday,Subways,Ridership,3229858,63
01/07/2023,2023,January,Saturday,Subways,Ridership,2116138,78
01/08/2023,2023,January,Sunday,Subways,Ridership,1610764,77
01/09/2023,2023,January,Monday,Subways,Ridership,3145743,61
01/10/2023,2023,January,Tuesday,Subways,Ridership,3469177,67
01/11/2023,2023,January,Wednesday,Subways,Ridership,3508962,68
01/12/2023,2023,January,Thursday,Subways,Ridership,3472709,68
01/13/2023,2023,January,Friday,Subways,Ridership,3270020,64
01/14/2023,2023,January,Saturday,Subways,Ridership,2072387,77
01/15/2023,2023,January,Sunday,Subways,Ridership,1705804,82
01/16/2023,2023,January,Monday,Subways,Ridership,2172218,104
01/17/2023,2023,January,Tuesday,Subways,Ridership,3451604,67
01/18/2023,2023,January,Wednesday,Subways,Ridership,3603344,70
01/19/2023,2023,January,Thursday,Subways,Ridership,3492226,68
01/20/2023,2023,January,Friday,Subways,Ridership,3375887,66
01/21/2023,2023,January,Saturday,Subways,Ridership,2137169,79
01/22/2023,2023,January,Sunday,Subways,Ridership,1593386,76
01/23/2023,2023,January,Monday,Subways,Ridership,3135214,61
01/24/2023,2023,January,Tuesday,Subways,Ridership,3566756,69
01/25/2023,2023,January,Wednesday,Subways,Ridership,3511071,68
01/26/2023,2023,January,Thursday,Subways,Ridership,3629029,71
01/27/2023,2023,January,Friday,Subways,Ridership,3335372,65
01/28/2023,2023,January,Saturday,Subways,Ridership,2248107,83
01/29/2023,2023,January,Sunday,Subways,Ridership,1637398,78
01/30/2023,2023,January,Monday,Subways,Ridership,3223530,63
01/31/2023,2023,January,Tuesday,Subways,Ridership,3654404,71
02/01/2023,2023,February,Wednesday,Subways,Ridership,3682758,68
02/02/2023,2023,February,Thursday,Subways,Ridership,3699932,68
02/03/2023,2023,February,Friday,Subways,Ridership,3189550,59
02/04/2023,2023,February,Saturday,Subways,Ridership,1742435,61
02/05/2023,2023,February,Sunday,Subways,Ridership,1625375,74
02/06/2023,2023,February,Monday,Subways,Ridership,3372445,62
02/07/2023,2023,February,Tuesday,Subways,Ridership,3738539,69
02/08/2023,2023,February,Wednesday,Subways,Ridership,3780682,70
02/09/2023,2023,February,Thursday,Subways,Ridership,3754859,69
02/10/2023,2023,February,Friday,Subways,Ridership,3539529,65
02/11/2023,2023,February,Saturday,Subways,Ridership,2333625,81
02/12/2023,2023,February,Sunday,Subways,Ridership,1746099,80
02/13/2023,2023,February,Monday,Subways,Ridership,3303337,61
02/14/2023,2023,February,Tuesday,Subways,Ridership,3812943,70
02/15/2023,2023,February,Wednesday,Subways,Ridership,3762817,69
02/16/2023,2023,February,Thursday,Subways,Ridership,3683782,68
02/17/2023,2023,February,Friday,Subways,Ridership,3253165,60
02/18/2023,2023,February,Saturday,Subways,Ridership,2271106,79
02/19/2023,2023,February,Sunday,Subways,Ridership,1824136,83
02/20/2023,2023,February,Monday,Subways,Ridership,2238557,102
02/21/2023,2023,February,Tuesday,Subways,Ridership,3325542,61
02/22/2023,2023,February,Wednesday,Subways,Ridership,3454362,64
02/23/2023,2023,February,Thursday,Subways,Ridership,3498367,64
02/24/2023,2023,February,Friday,Subways,Ridership,3246699,60
02/25/2023,2023,February,Saturday,Subways,Ridership,2043635,71
02/26/2023,2023,February,Sunday,Subways,Ridership,1625191,74
02/27/2023,2023,February,Monday,Subways,Ridership,3337916,62
02/28/2023,2023,February,Tuesday,Subways,Ridership,3412079,63
03/01/2023,2023,March,Wednesday,Subways,Ridership,3780713,68
03/02/2023,2023,March,Thursday,Subways,Ridership,3765925,68
03/03/2023,2023,March,Friday,Subways,Ridership,3481830,63
03/04/2023,2023,March,Saturday,Subways,Ridership,2173217,71
03/05/2023,2023,March,Sunday,Subways,Ridership,1772121,77
03/06/2023,2023,March,Monday,Subways,Ridership,3427019,62
03/07/2023,2023,March,Tuesday,Subways,Ridership,3773780,68
03/08/2023,2023,March,Wednesday,Subways,Ridership,3842861,69
03/09/2023,2023,March,Thursday,Subways,Ridership,3827656,69
03/10/2023,2023,March,Friday,Subways,Ridership,3502339,63
03/11/2023,2023,March,Saturday,Subways,Ridership,2230530,73
03/12/2023,2023,March,Sunday,Subways,Ridership,1773585,77
03/13/2023,2023,March,Monday,Subways,Ridership,3352388,60
03/14/2023,2023,March,Tuesday,Subways,Ridership,3577250,64
03/15/2023,2023,March,Wednesday,Subways,Ridership,3912366,70
03/16/2023,2023,March,Thursday,Subways,Ridership,3949788,71
03/17/2023,2023,March,Friday,Subways,Ridership,3661519,66
03/18/2023,2023,March,Saturday,Subways,Ridership,2417873,79
03/19/2023,2023,March,Sunday,Subways,Ridership,1894476,83
03/20/2023,2023,March,Monday,Subways,Ridership,3442589,62
03/21/2023,2023,March,Tuesday,Subways,Ridership,3801084,68
03/22/2023,2023,March,Wednesday,Subways,Ridership,3797399,68
03/23/2023,2023,March,Thursday,Subways,Ridership,3774396,68
03/24/2023,2023,March,Friday,Subways,Ridership,3534300,63
03/25/2023,2023,March,Saturday,Subways,Ridership,2153554,70
03/26/2023,2023,March,Sunday,Subways,Ridership,1939984,85
03/27/2023,2023,March,Monday,Subways,Ridership,3397258,61
03/28/2023,2023,March,Tuesday,Subways,Ridership,3765920,68
03/29/2023,2023,March,Wednesday,Subways,Ridership,3872948,70
03/30/2023,2023,March,Thursday,Subways,Ridership,3860289,69
03/31/2023,2023,March,Friday,Subways,Ridership,3573735,64
04/01/2023,2023,April,Saturday,Subways,Ridership,2283533,72
04/02/2023,2023,April,Sunday,Subways,Ridership,1949665,80
04/03/2023,2023,April,Monday,Subways,Ridership,3597785,65
04/04/2023,2023,April,Tuesday,Subways,Ridership,3906882,70
04/05/2023,2023,April,Wednesday,Subways,Ridership,3799965,68
04/06/2023,2023,April,Thursday,Subways,Ridership,3421271,61
04/07/2023,2023,April,Friday,Subways,Ridership,3130675,56
04/08/2023,2023,April,Saturday,Subways,Ridership,2393347,76
04/09/2023,2023,April,Sunday,Subways,Ridership,1855826,76
04/10/2023,2023,April,Monday,Subways,Ridership,3142740,56
04/11/2023,2023,April,Tuesday,Subways,Ridership,3537843,63
04/12/2023,2023,April,Wednesday,Subways,Ridership,3576687,64
04/13/2023,2023,April,Thursday,Subways,Ridership,3628304,65
04/14/2023,2023,April,Friday,Subways,Ridership,3471420,62
04/15/2023,2023,April,Saturday,Subways,Ridership,2365464,75
04/16/2023,2023,April,Sunday,Subways,Ridership,1864753,77
04/17/2023,2023,April,Monday,Subways,Ridership,3418834,61
04/18/2023,2023,April,Tuesday,Subways,Ridership,3862133,69
04/19/2023,2023,April,Wednesday,Subways,Ridership,3927706,70
04/20/2023,2023,April,Thursday,Subways,Ridership,4002433,72
04/21/2023,2023,April,Friday,Subways,Ridership,3492257,63
04/22/2023,2023,April,Saturday,Subways,Ridership,2506140,79
04/23/2023,2023,April,Sunday,Subways,Ridership,1923243,79
04/24/2023,2023,April,Monday,Subways,Ridership,3561262,64
04/25/2023,2023,April,Tuesday,Subways,Ridership,3956922,71
04/26/2023,2023,April,Wednesday,Subways,Ridership,3994837,72
04/27/2023,2023,April,Thursday,Subways,Ridership,3999831,72
04/28/2023,2023,April,Friday,Subways,Ridership,3703088,66
04/29/2023,2023,April,Saturday,Subways,Ridership,2179978,69
04/30/2023,2023,April,Sunday,Subways,Ridership,1744098,72
05/01/2023,2023,May,Monday,Subways,Ridership,3664755,64
05/02/2023,2023,May,Tuesday,Subways,Ridership,3961858,69
05/03/2023,2023,May,Wednesday,Subways,Ridership,4030601,70
05/04/2023,2023,May,Thursday,Subways,Ridership,3985001,70
05/05/2023,2023,May,Friday,Subways,Ridership,3759375,66
05/06/2023,2023,May,Saturday,Subways,Ridership,2563102,80
05/07/2023,2023,May,Sunday,Subways,Ridership,2033790,85
05/08/2023,2023,May,Monday,Subways,Ridership,3563340,62
05/09/2023,2023,May,Tuesday,Subways,Ridership,3925555,69
05/10/2023,2023,May,Wednesday,Subways,Ridership,4014009,70
05/11/2023,2023,May,Thursday,Subways,Ridership,4015942,70
05/12/2023,2023,May,Friday,Subways,Ridership,3723192,65
05/13/2023,2023,May,Saturday,Subways,Ridership,2487178,77
05/14/2023,2023,May,Sunday,Subways,Ridership,1926966,81
05/15/2023,2023,May,Monday,Subways,Ridership,3553443,62
05/16/2023,2023,May,Tuesday,Subways,Ridership,4002015,70
05/17/2023,2023,May,Wednesday,Subways,Ridership,4104786,72
05/18/2023,2023,May,Thursday,Subways,Ridership,4082154,71
05/19/2023,2023,May,Friday,Subways,Ridership,3789929,66
05/20/2023,2023,May,Saturday,Subways,Ridership,2314672,72
05/21/2023,2023,May,Sunday,Subways,Ridership,2132724,89
05/22/2023,2023,May,Monday,Subways,Ridership,3571748,62
05/23/2023,2023,May,Tuesday,Subways,Ridership,3929003,69
05/24/2023,2023,May,Wednesday,Subways,Ridership,3960264,69
05/25/2023,2023,May,Thursday,Subways,Ridership,3859385,67
05/26/2023,2023,May,Friday,Subways,Ridership,3496511,61
05/27/2023,2023,May,Saturday,Subways,Ridership,2375741,74
05/28/2023,2023,May,Sunday,Subways,Ridership,2029088,85
05/29/2023,2023,May,Monday,Subways,Ridership,1952779,82
05/30/2023,2023,May,Tuesday,Subways,Ridership,3714864,65
05/31/2023,2023,May,Wednesday,Subways,Ridership,3911382,68
06/01/2023,2023,June,Thursday,Subways,Ridership,3894167,69
06/02/2023,2023,June,Friday,Subways,Ridership,3626490,65
06/03/2023,2023,June,Saturday,Subways,Ridership,2411704,75
06/04/2023,2023,June,Sunday,Subways,Ridership,1988330,76
06/05/2023,2023,June,Monday,Subways,Ridership,3544106,63
06/06/2023,2023,June,Tuesday,Subways,Ridership,3929131,70
06/07/2023,2023,June,Wednesday,Subways,Ridership,3743889,67
06/08/2023,2023,June,Thursday,Subways,Ridership,3268529,58
06/09/2023,2023,June,Friday,Subways,Ridership,3425232,61
06/10/2023,2023,June,Saturday,Subways,Ridership,2608756,81
06/11/2023,2023,June,Sunday,Subways,Ridership,2075651,79
06/12/2023,2023,June,Monday,Subways,Ridership,3479404,62
06/13/2023,2023,June,Tuesday,Subways,Ridership,3968160,71
06/14/2023,2023,June,Wednesday,Subways,Ridership,3893073,69
06/15/2023,2023,June,Thursday,Subways,Ridership,3928393,70
06/16/2023,2023,June,Friday,Subways,Ridership,3395938,61
06/17/2023,2023,June,Saturday,Subways,Ridership,2399521,74
06/18/2023,2023,June,Sunday,Subways,Ridership,1977582,76
06/19/2023,2023,June,Monday,Subways,Ridership,2636887,101
06/20/2023,2023,June,Tuesday,Subways,Ridership,3782810,67
06/21/2023,2023,June,Wednesday,Subways,Ridership,3902298,70
06/22/2023,2023,June,Thursday,Subways,Ridership,3782472,67
06/23/2023,2023,June,Friday,Subways,Ridership,3470575,62
06/24/2023,2023,June,Saturday,Subways,Ridership,2467994,77
06/25/2023,2023,June,Sunday,Subways,Ridership,2222704,85
06/26/2023,2023,June,Monday,Subways,Ridership,3341322,60
06/27/2023,2023,June,Tuesday,Subways,Ridership,3744227,67
06/28/2023,2023,June,Wednesday,Subways,Ridership,3634270,65
06/29/2023,2023,June,Thursday,Subways,Ridership,3653631,65
06/30/2023,2023,June,Friday,Subways,Ridership,3259767,58
07/01/2023,2023,July,Saturday,Subways,Ridership,2239529,79
07/02/2023,2023,July,Sunday,Subways,Ridership,1783757,76
07/03/2023,2023,July,Monday,Subways,Ridership,2662052,50
07/04/2023,2023,July,Tuesday,Subways,Ridership,1791179,77
07/05/2023,2023,July,Wednesday,Subways,Ridership,3318379,63
07/06/2023,2023,July,Thursday,Subways,Ridership,3494806,66
07/07/2023,2023,July,Friday,Subways,Ridership,3292266,62
07/08/2023,2023,July,Saturday,Subways,Ridership,2308794,82
07/09/2023,2023,July,Sunday,Subways,Ridership,1776607,76
07/10/2023,2023,July,Monday,Subways,Ridership,3208730,61
07/11/2023,2023,July,Tuesday,Subways,Ridership,3613670,68
07/12/2023,2023,July,Wednesday,Subways,Ridership,3696737,70
07/13/2023,2023,July,Thursday,Subways,Ridership,3648007,69
07/14/2023,2023,July,Friday,Subways,Ridership,3209393,61
07/15/2023,2023,July,Saturday,Subways,Ridership,2326054,82
07/16/2023,2023,July,Sunday,Subways,Ridership,1599858,68
07/17/2023,2023,July,Monday,Subways,Ridership,3282092,62
07/18/2023,2023,July,Tuesday,Subways,Ridership,3584819,68
07/19/2023,2023,July,Wednesday,Subways,Ridership,3679343,70
07/20/2023,2023,July,Thursday,Subways,Ridership,3711017,70
07/21/2023,2023,July,Friday,Subways,Ridership,3227154,61
07/22/2023,2023,July,Saturday,Subways,Ridership,2459990,87
07/23/2023,2023,July,Sunday,Subways,Ridership,1984503,85
07/24/2023,2023,July,Monday,Subways,Ridership,3255379,62
07/25/2023,2023,July,Tuesday,Subways,Ridership,3630414,69
07/26/2023,2023,July,Wednesday,Subways,Ridership,3758378,71
07/27/2023,2023,July,Thursday,Subways,Ridership,3580012,68
07/28/2023,2023,July,Friday,Subways,Ridership,3266199,62
07/29/2023,2023,July,Saturday,Subways,Ridership,2251524,80
07/30/2023,2023,July,Sunday,Subways,Ridership,1952433,83
07/31/2023,2023,July,Monday,Subways,Ridership,3204920,61
08/01/2023,2023,August,Tuesday,Subways,Ridership,3598379,70
08/02/2023,2023,August,Wednesday,Subways,Ridership,3640307,71
08/03/2023,2023,August,Thursday,Subways,Ridership,3609076,70
08/04/2023,2023,August,Friday,Subways,Ridership,3228510,63
08/05/2023,2023,August,Saturday,Subways,Ridership,2364364,80
08/06/2023,2023,August,Sunday,Subways,Ridership,1910841,80
08/07/2023,2023,August,Monday,Subways,Ridership,3041001,59
08/08/2023,2023,August,Tuesday,Subways,Ridership,3510047,68
08/09/2023,2023,August,Wednesday,Subways,Ridership,3613062,70
08/10/2023,2023,August,Thursday,Subways,Ridership,3429304,67
08/11/2023,2023,August,Friday,Subways,Ridership,3311714,64
08/12/2023,2023,August,Saturday,Subways,Ridership,2366787,81
08/13/2023,2023,August,Sunday,Subways,Ridership,1953558,82
08/14/2023,2023,August,Monday,Subways,Ridership,3092801,60
08/15/2023,2023,August,Tuesday,Subways,Ridership,3385996,66
08/16/2023,2023,August,Wednesday,Subways,Ridership,3447648,67
08/17/2023,2023,August,Thursday,Subways,Ridership,3385056,66
08/18/2023,2023,August,Friday,Subways,Ridership,3182516,62
08/19/2023,2023,August,Saturday,Subways,Ridership,2358962,80
08/20/2023,2023,August,Sunday,Subways,Ridership,1870625,79
08/21/2023,2023,August,Monday,Subways,Ridership,2971166,58
08/22/2023,2023,August,Tuesday,Subways,Ridership,3352769,65
08/23/2023,2023,August,Wednesday,Subways,Ridership,3412842,66
08/24/2023,2023,August,Thursday,Subways,Ridership,3297927,64
08/25/2023,2023,August,Friday,Subways,Ridership,3034255,59
08/26/2023,2023,August,Saturday,Subways,Ridership,2281885,78
08/27/2023,2023,August,Sunday,Subways,Ridership,1909806,80
08/28/2023,2023,August,Monday,Subways,Ridership,3121505,61
08/29/2023,2023,August,Tuesday,Subways,Ridership,3401088,66
08/30/2023,2023,August,Wednesday,Subways,Ridership,3462970,67
08/31/2023,2023,August,Thursday,Subways,Ridership,3450532,67
09/01/2023,2023,September,Friday,Subways,Ridership,3196284,55
09/02/2023,2023,September,Saturday,Subways,Ridership,2307416,72
09/03/2023,2023,September,Sunday,Subways,Ridership,2013506,79
09/04/2023,2023,September,Monday,Subways,Ridership,1879819,74
09/05/2023,2023,September,Tuesday,Subways,Ridership,3483755,60
09/06/2023,2023,September,Wednesday,Subways,Ridership,3712071,64
09/07/2023,2023,September,Thursday,Subways,Ridership,3867746,67
09/08/2023,2023,September,Friday,Subways,Ridership,3609701,63
09/09/2023,2023,September,Saturday,Subways,Ridership,2425515,75
09/10/2023,2023,September,Sunday,Subways,Ridership,1822230,72
09/11/2023,2023,September,Monday,Subways,Ridership,3596538,62
09/12/2023,2023,September,Tuesday,Subways,Ridership,4014480,70
09/13/2023,2023,September,Wednesday,Subways,Ridership,3938516,68
09/14/2023,2023,September,Thursday,Subways,Ridership,4045169,70
09/15/2023,2023,September,Friday,Subways,Ridership,3694845,64
09/16/2023,2023,September,Saturday,Subways,Ridership,2446139,76
09/17/2023,2023,September,Sunday,Subways,Ridership,1988003,78
09/18/2023,2023,September,Monday,Subways,Ridership,3539047,61
09/19/2023,2023,September,Tuesday,Subways,Ridership,4140301,72
09/20/2023,2023,September,Wednesday,Subways,Ridership,4179861,72
09/21/2023,2023,September,Thursday,Subways,Ridership,4139288,72
09/22/2023,2023,September,Friday,Subways,Ridership,3840412,67
09/23/2023,2023,September,Saturday,Subways,Ridership,2116140,66
09/24/2023,2023,September,Sunday,Subways,Ridership,1701656,67
09/25/2023,2023,September,Monday,Subways,Ridership,2885921,50
09/26/2023,2023,September,Tuesday,Subways,Ridership,3946624,68
09/27/2023,2023,September,Wednesday,Subways,Ridership,4074930,71
09/28/2023,2023,September,Thursday,Subways,Ridership,4051444,70
09/29/2023,2023,September,Friday,Subways,Ridership,2467295,43
09/30/2023,2023,September,Saturday,Subways,Ridership,2205573,68
10/01/2023,2023,October,Sunday,Subways,Ridership,1995361,81
10/02/2023,2023,October,Monday,Subways,Ridership,3649389,63
10/03/2023,2023,October,Tuesday,Subways,Ridership,4008201,70
10/04/2023,2023,October,Wednesday,Subways,Ridership,4026878,70
10/05/2023,2023,October,Thursday,Subways,Ridership,4030304,70
10/06/2023,2023,October,Friday,Subways,Ridership,3639729,63
10/07/2023,2023,October,Saturday,Subways,Ridership,2199478,66
10/08/2023,2023,October,Sunday,Subways,Ridership,2044534,83
10/09/2023,2023,October,Monday,Subways,Ridership,2833654,49
10/10/2023,2023,October,Tuesday,Subways,Ridership,3954925,69
10/11/2023,2023,October,Wednesday,Subways,Ridership,4056504,71
10/12/2023,2023,October,Thursday,Subways,Ridership,4104598,71
10/13/2023,2023,October,Friday,Subways,Ridership,3560964,62
10/14/2023,2023,October,Saturday,Subways,Ridership,2219786,67
10/15/2023,2023,October,Sunday,Subways,Ridership,2013096,82
10/16/2023,2023,October,Monday,Subways,Ridership,3661144,64
10/17/2023,2023,October,Tuesday,Subways,Ridership,4021342,70
10/18/2023,2023,October,Wednesday,Subways,Ridership,4074460,71
10/19/2023,2023,October,Thursday,Subways,Ridership,4121563,72
10/20/2023,2023,October,Friday,Subways,Ridership,3616336,63
10/21/2023,2023,October,Saturday,Subways,Ridership,2438387,73
10/22/2023,2023,October,Sunday,Subways,Ridership,1983271,81
10/23/2023,2023,October,Monday,Subways,Ridership,3667240,64
10/24/2023,2023,October,Tuesday,Subways,Ridership,4040571,70
10/25/2023,2023,October,Wednesday,Subways,Ridership,4120011,72
10/26/2023,2023,October,Thursday,Subways,Ridership,4142420,72
10/27/2023,2023,October,Friday,Subways,Ridership,3853546,67
10/28/2023,2023,October,Saturday,Subways,Ridership,2743759,82
10/29/2023,2023,October,Sunday,Subways,Ridership,1834459,75
10/30/2023,2023,October,Monday,Subways,Ridership,3623778,63
10/31/2023,2023,October,Tuesday,Subways,Ridership,4016482,70
11/01/2023,2023,November,Wednesday,Subways,Ridership,4043524,72
11/02/2023,2023,November,Thursday,Subways,Ridership,4082807,72
11/03/2023,2023,November,Friday,Subways,Ridership,3808235,68
11/04/2023,2023,November,Saturday,Subways,Ridership,2588115,82
11/05/2023,2023,November,Sunday,Subways,Ridership,2310457,92
11/06/2023,2023,November,Monday,Subways,Ridership,3686141,65
11/07/2023,2023,November,Tuesday,Subways,Ridership,3655078,65
11/08/2023,2023,November,Wednesday,Subways,Ridership,4066029,72
11/09/2023,2023,November,Thursday,Subways,Ridership,4020939,71
11/10/2023,2023,November,Friday,Subways,Ridership,3611367,143
11/11/2023,2023,November,Saturday,Subways,Ridership,2588540,82
11/12/2023,2023,November,Sunday,Subways,Ridership,1947270,77
11/13/2023,2023,November,Monday,Subways,Ridership,3597029,64
11/14/2023,2023,November,Tuesday,Subways,Ridership,3991767,71
11/15/2023,2023,November,Wednesday,Subways,Ridership,4036442,72
11/16/2023,2023,November,Thursday,Subways,Ridership,4048862,72
11/17/2023,2023,November,Friday,Subways,Ridership,3741391,66
11/18/2023,2023,November,Saturday,Subways,Ridership,2477547,78
11/19/2023,2023,November,Sunday,Subways,Ridership,1943926,77
11/20/2023,2023,November,Monday,Subways,Ridership,3647283,65
11/21/2023,2023,November,Tuesday,Subways,Ridership,3774952,67
11/22/2023,2023,November,Wednesday,Subways,Ridership,3378351,60
11/23/2023,2023,November,Thursday,Subways,Ridership,1628385,65
11/24/2023,2023,November,Friday,Subways,Ridership,2457591,97
11/25/2023,2023,November,Saturday,Subways,Ridership,2123590,67
11/26/2023,2023,November,Sunday,Subways,Ridership,1686490,67
11/27/2023,2023,November,Monday,Subways,Ridership,3523494,63
11/28/2023,2023,November,Tuesday,Subways,Ridership,3916476,69
11/29/2023,2023,November,Wednesday,Subways,Ridership,4032882,72
11/30/2023,2023,November,Thursday,Subways,Ridership,4072271,72
12/01/2023,2023,December,Friday,Subways,Ridership,3723171,70
12/02/2023,2023,December,Saturday,Subways,Ridership,2748170,83
12/03/2023,2023,December,Sunday,Subways,Ridership,1827959,72
12/04/2023,2023,December,Monday,Subways,Ridership,3709458,69
12/05/2023,2023,December,Tuesday,Subways,Ridership,3991835,75
12/06/2023,2023,December,Wednesday,Subways,Ridership,4116059,77
12/07/2023,2023,December,Thursday,Subways,Ridership,4088438,77
12/08/2023,2023,December,Friday,Subways,Ridership,3863961,72
12/09/2023,2023,December,Saturday,Subways,Ridership,2922085,88
12/10/2023,2023,December,Sunday,Subways,Ridership,1838048,72
12/11/2023,2023,December,Monday,Subways,Ridership,3642743,68
12/12/2023,2023,December,Tuesday,Subways,Ridership,4051574,76
12/13/2023,2023,December,Wednesday,Subways,Ridership,4067457,76
