date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
09/16/2020,2020,September,Wednesday,Buses,Ridership,1097389,47
09/17/2020,2020,September,Thursday,Buses,Ridership,1094592,47
09/18/2020,2020,September,Friday,Buses,Ridership,1083295,47
09/19/2020,2020,September,Saturday,Buses,Ridership,752437,54
09/20/2020,2020,September,Sunday,Buses,Ridership,558863,51
09/21/2020,2020,September,Monday,Buses,Ridership,1058256,46
09/22/2020,2020,September,Tuesday,Buses,Ridership,1095678,47
09/23/2020,2020,September,Wednesday,Buses,Ridership,1119904,48
09/24/2020,2020,September,Thursday,Buses,Ridership,1107707,48
09/25/2020,2020,September,Friday,Buses,Ridership,1110956,48
09/26/2020,2020,September,Saturday,Buses,Ridership,755197,54
09/27/2020,2020,September,Sunday,Buses,Ridership,576684,52
09/28/2020,2020,September,Monday,Buses,Ridership,985185,42
09/29/2020,2020,September,Tuesday,Buses,Ridership,1057135,46
09/30/2020,2020,September,Wednesday,Buses,Ridership,1101663,47
10/01/2020,2020,October,Thursday,Buses,Ridership,1159859,51
10/02/2020,2020,October,Friday,Buses,Ridership,1115793,49
10/03/2020,2020,October,Saturday,Buses,Ridership,777674,56
10/04/2020,2020,October,Sunday,Buses,Ridership,570608,57
10/05/2020,2020,October,Monday,Buses,Ridership,1102675,49
10/06/2020,2020,October,Tuesday,Buses,Ridership,1137217,50
10/07/2020,2020,October,Wednesday,Buses,Ridership,1123231,50
10/08/2020,2020,October,Thursday,Buses,Ridership,1126770,50
10/09/2020,2020,October,Friday,Buses,Ridership,1117172,50
10/10/2020,2020,October,Saturday,Buses,Ridership,771088,55
10/11/2020,2020,October,Sunday,Buses,Ridership,564051,56
10/12/2020,2020,October,Monday,Buses,Ridership,767564,34
10/13/2020,2020,October,Tuesday,Buses,Ridership,1063680,47
10/14/2020,2020,October,Wednesday,Buses,Ridership,1162256,52
10/15/2020,2020,October,Thursday,Buses,Ridership,1152434,51
10/16/2020,2020,October,Friday,Buses,Ridership,974110,43
10/17/2020,2020,October,Saturday,Buses,Ridership,778070,56
10/18/2020,2020,October,Sunday,Buses,Ridership,583350,58
10/19/2020,2020,October,Monday,Buses,Ridership,1105134,49
10/20/2020,2020,October,Tuesday,Buses,Ridership,1119283,50
10/21/2020,2020,October,Wednesday,Buses,Ridership,1140385,51
10/22/2020,2020,October,Thursday,Buses,Ridership,1140210,51
10/23/2020,2020,October,Friday,Buses,Ridership,1123540,50
10/24/2020,2020,October,Saturday,Buses,Ridership,775122,56
10/25/2020,2020,October,Sunday,Buses,Ridership,572347,57
10/26/2020,2020,October,Monday,Buses,Ridership,1061566,47
10/27/2020,2020,October,Tuesday,Buses,Ridership,1143906,51
10/28/2020,2020,October,Wednesday,Buses,Ridership,1119450,50
10/29/2020,2020,October,Thursday,Buses,Ridership,987440,44
10/30/2020,2020,October,Friday,Buses,Ridership,1030639,46
10/31/2020,2020,October,Saturday,Buses,Ridership,747636,54
11/01/2020,2020,November,Sunday,Buses,Ridership,510820,51
11/02/2020,2020,November,Monday,Buses,Ridership,1072262,49
11/03/2020,2020,November,Tuesday,Buses,Ridership,1027710,47
11/04/2020,2020,November,Wednesday,Buses,Ridership,1089354,50
11/05/2020,2020,November,Thursday,Buses,Ridership,1130774,52
11/06/2020,2020,November,Friday,Buses,Ridership,1120729,51
11/07/2020,2020,November,Saturday,Buses,Ridership,752851,57
11/09/2020,2020,November,Monday,Buses,Ridership,1111203,51
11/10/2020,2020,November,Tuesday,Buses,Ridership,1151911,53
11/11/2020,2020,November,Wednesday,Buses,Ridership,969123,97
11/12/2020,2020,November,Thursday,Buses,Ridership,1054132,48
11/13/2020,2020,November,Friday,Buses,Ridership,1061680,48
11/14/2020,2020,November,Saturday,Buses,Ridership,755951,57
11/15/2020,2020,November,Sunday,Buses,Ridership,528421,53
11/16/2020,2020,November,Monday,Buses,Ridership,1079560,49
11/17/2020,2020,November,Tuesday,Buses,Ridership,1092416,50
11/18/2020,2020,November,Wednesday,Buses,Ridership,1065597,49
11/19/2020,2020,November,Thursday,Buses,Ridership,1056928,48
11/20/2020,2020,November,Friday,Buses,Ridership,1079029,49
11/21/2020,2020,November,Saturday,Buses,Ridership,750801,57
11/22/2020,2020,November,Sunday,Buses,Ridership,542124,54
11/23/2020,2020,November,Monday,Buses,Ridership,1005225,46
11/24/2020,2020,November,Tuesday,Buses,Ridership,1068789,49
11/25/2020,2020,November,Wednesday,Buses,Ridership,1037242,47
11/26/2020,2020,November,Thursday,Buses,Ridership,444391,45
11/27/2020,2020,November,Friday,Buses,Ridership,815993,82
11/28/2020,2020,November,Saturday,Buses,Ridership,689580,52
11/29/2020,2020,November,Sunday,Buses,Ridership,548548,55
11/30/2020,2020,November,Monday,Buses,Ridership,849277,39
12/01/2020,2020,December,Tuesday,Buses,Ridership,1068627,53
12/02/2020,2020,December,Wednesday,Buses,Ridership,1026056,51
12/03/2020,2020,December,Thursday,Buses,Ridership,1070197,53
12/04/2020,2020,December,Friday,Buses,Ridership,1024641,51
12/05/2020,2020,December,Saturday,Buses,Ridership,617332,49
12/06/2020,2020,December,Sunday,Buses,Ridership,547330,56
12/07/2020,2020,December,Monday,Buses,Ridership,1032813,52
12/08/2020,2020,December,Tuesday,Buses,Ridership,1034410,52
12/09/2020,2020,December,Wednesday,Buses,Ridership,1018247,51
12/10/2020,2020,December,Thursday,Buses,Ridership,1075970,54
12/11/2020,2020,December,Friday,Buses,Ridership,1064457,53
12/12/2020,2020,December,Saturday,Buses,Ridership,703892,55
12/14/2020,2020,December,Monday,Buses,Ridership,955525,48
12/15/2020,2020,December,Tuesday,Buses,Ridership,1088287,54
12/16/2020,2020,December,Wednesday,Buses,Ridership,853797,43
12/17/2020,2020,December,Thursday,Buses,Ridership,523854,26
12/18/2020,2020,December,Friday,Buses,Ridership,943587,47
12/19/2020,2020,December,Saturday,Buses,Ridership,670787,53
12/20/2020,2020,December,Sunday,Buses,Ridership,516593,53
12/21/2020,2020,December,Monday,Buses,Ridership,1028489,51
12/22/2020,2020,December,Tuesday,Buses,Ridership,1046799,52
12/23/2020,2020,December,Wednesday,Buses,Ridership,1048565,52
12/24/2020,2020,December,Thursday,Buses,Ridership,822916,41
12/25/2020,2020,December,Friday,Buses,Ridership,314171,32
12/26/2020,2020,December,Saturday,Buses,Ridership,559111,44
12/27/2020,2020,December,Sunday,Buses,Ridership,474033,48
12/28/2020,2020,December,Monday,Buses,Ridership,922336,46
12/29/2020,2020,December,Tuesday,Buses,Ridership,930711,46
12/30/2020,2020,December,Wednesday,Buses,Ridership,948194,47
12/31/2020,2020,December,Thursday,Buses,Ridership,792993,40
11/08/2020,2020,November,Sunday,Buses,Ridership,587220,59
12/13/2020,2020,December,Sunday,Buses,Ridership,582389,60
03/01/2020,2020,March,Sunday,Staten Island Railway,Ridership,1636,52
03/02/2020,2020,March,Monday,Staten Island Railway,Ridership,17140,107
03/03/2020,2020,March,Tuesday,Staten Island Railway,Ridership,17453,109
03/04/2020,2020,March,Wednesday,Staten Island Railway,Ridership,17136,107
03/05/2020,2020,March,Thursday,Staten Island Railway,Ridership,17203,108
03/06/2020,2020,March,Friday,Staten Island Railway,Ridership,15285,96
03/07/2020,2020,March,Saturday,Staten Island Railway,Ridership,2445,48
03/08/2020,2020,March,Sunday,Staten Island Railway,Ridership,1672,53
03/09/2020,2020,March,Monday,Staten Island Railway,Ridership,16122,101
03/10/2020,2020,March,Tuesday,Staten Island Railway,Ridership,15805,99
03/11/2020,2020,March,Wednesday,Staten Island Railway,Ridership,15340,96
03/12/2020,2020,March,Thursday,Staten Island Railway,Ridership,14169,89
03/13/2020,2020,March,Friday,Staten Island Railway,Ridership,11769,74
03/14/2020,2020,March,Saturday,Staten Island Railway,Ridership,2135,42
03/15/2020,2020,March,Sunday,Staten Island Railway,Ridership,1368,43
03/16/2020,2020,March,Monday,Staten Island Railway,Ridership,5741,36
03/17/2020,2020,March,Tuesday,Staten Island Railway,Ridership,4573,29
03/18/2020,2020,March,Wednesday,Staten Island Railway,Ridership,4133,26
03/19/2020,2020,March,Thursday,Staten Island Railway,Ridership,3452,22
03/20/2020,2020,March,Friday,Staten Island Railway,Ridership,3124,20
03/21/2020,2020,March,Saturday,Staten Island Railway,Ridership,1044,21
03/22/2020,2020,March,Sunday,Staten Island Railway,Ridership,641,20
03/23/2020,2020,March,Monday,Staten Island Railway,Ridership,1639,10
03/24/2020,2020,March,Tuesday,Staten Island Railway,Ridership,1727,11
03/25/2020,2020,March,Wednesday,Staten Island Railway,Ridership,1572,10
03/26/2020,2020,March,Thursday,Staten Island Railway,Ridership,1563,10
03/27/2020,2020,March,Friday,Staten Island Railway,Ridership,1495,9
03/28/2020,2020,March,Saturday,Staten Island Railway,Ridership,600,12
03/29/2020,2020,March,Sunday,Staten Island Railway,Ridership,419,13
03/30/2020,2020,March,Monday,Staten Island Railway,Ridership,1140,7
03/31/2020,2020,March,Tuesday,Staten Island Railway,Ridership,1043,7
04/01/2020,2020,April,Wednesday,Staten Island Railway,Ridership,720,4
04/02/2020,2020,April,Thursday,Staten Island Railway,Ridership,882,5
04/03/2020,2020,April,Friday,Staten Island Railway,Ridership,843,5
04/04/2020,2020,April,Saturday,Staten Island Railway,Ridership,425,8
04/05/2020,2020,April,Sunday,Staten Island Railway,Ridership,300,9
04/06/2020,2020,April,Monday,Staten Island Railway,Ridership,819,5
04/07/2020,2020,April,Tuesday,Staten Island Railway,Ridership,732,5
04/08/2020,2020,April,Wednesday,Staten Island Railway,Ridership,721,4
04/09/2020,2020,April,Thursday,Staten Island Railway,Ridership,690,4
04/10/2020,2020,April,Friday,Staten Island Railway,Ridership,672,4
04/11/2020,2020,April,Saturday,Staten Island Railway,Ridership,406,8
04/12/2020,2020,April,Sunday,Staten Island Railway,Ridership,294,9
04/13/2020,2020,April,Monday,Staten Island Railway,Ridership,649,4
04/14/2020,2020,April,Tuesday,Staten Island Railway,Ridership,791,5
04/15/2020,2020,April,Wednesday,Staten Island Railway,Ridership,792,5
04/16/2020,2020,April,Thursday,Staten Island Railway,Ridership,790,5
04/17/2020,2020,April,Friday,Staten Island Railway,Ridership,738,5
04/18/2020,2020,April,Saturday,Staten Island Railway,Ridership,339,7
04/19/2020,2020,April,Sunday,Staten Island Railway,Ridership,340,10
04/20/2020,2020,April,Monday,Staten Island Railway,Ridership,770,5
04/21/2020,2020,April,Tuesday,Staten Island Railway,Ridership,753,5
04/22/2020,2020,April,Wednesday,Staten Island Railway,Ridership,793,5
04/23/2020,2020,April,Thursday,Staten Island Railway,Ridership,780,5
04/24/2020,2020,April,Friday,Staten Island Railway,Ridership,688,4
04/25/2020,2020,April,Saturday,Staten Island Railway,Ridership,449,9
04/26/2020,2020,April,Sunday,Staten Island Railway,Ridership,309,9
04/27/2020,2020,April,Monday,Staten Island Railway,Ridership,812,5
04/28/2020,2020,April,Tuesday,Staten Island Railway,Ridership,826,5
04/29/2020,2020,April,Wednesday,Staten Island Railway,Ridership,790,5
04/30/2020,2020,April,Thursday,Staten Island Railway,Ridership,764,5
05/01/2020,2020,May,Friday,Staten Island Railway,Ridership,763,4
05/02/2020,2020,May,Saturday,Staten Island Railway,Ridership,489,10
05/03/2020,2020,May,Sunday,Staten Island Railway,Ridership,334,9
05/04/2020,2020,May,Monday,Staten Island Railway,Ridership,897,5
05/05/2020,2020,May,Tuesday,Staten Island Railway,Ridership,894,5
05/06/2020,2020,May,Wednesday,Staten Island Railway,Ridership,822,5
05/07/2020,2020,May,Thursday,Staten Island Railway,Ridership,930,5
05/08/2020,2020,May,Friday,Staten Island Railway,Ridership,811,5
05/09/2020,2020,May,Saturday,Staten Island Railway,Ridership,489,10
05/10/2020,2020,May,Sunday,Staten Island Railway,Ridership,406,12
05/11/2020,2020,May,Monday,Staten Island Railway,Ridership,829,5
05/12/2020,2020,May,Tuesday,Staten Island Railway,Ridership,914,5
05/13/2020,2020,May,Wednesday,Staten Island Railway,Ridership,956,5
05/14/2020,2020,May,Thursday,Staten Island Railway,Ridership,923,5
05/15/2020,2020,May,Friday,Staten Island Railway,Ridership,976,6
05/16/2020,2020,May,Saturday,Staten Island Railway,Ridership,485,10
05/17/2020,2020,May,Sunday,Staten Island Railway,Ridership,337,10
05/18/2020,2020,May,Monday,Staten Island Railway,Ridership,1036,6
05/19/2020,2020,May,Tuesday,Staten Island Railway,Ridership,1067,6
05/20/2020,2020,May,Wednesday,Staten Island Railway,Ridership,1044,6
05/21/2020,2020,May,Thursday,Staten Island Railway,Ridership,1069,6
05/22/2020,2020,May,Friday,Staten Island Railway,Ridership,1046,6
05/23/2020,2020,May,Saturday,Staten Island Railway,Ridership,420,9
05/24/2020,2020,May,Sunday,Staten Island Railway,Ridership,361,10
05/25/2020,2020,May,Monday,Staten Island Railway,Ridership,441,13
05/26/2020,2020,May,Tuesday,Staten Island Railway,Ridership,1173,7
05/27/2020,2020,May,Wednesday,Staten Island Railway,Ridership,1240,7
05/28/2020,2020,May,Thursday,Staten Island Railway,Ridership,1191,7
05/29/2020,2020,May,Friday,Staten Island Railway,Ridership,1094,6
05/30/2020,2020,May,Saturday,Staten Island Railway,Ridership,18,0
05/31/2020,2020,May,Sunday,Staten Island Railway,Ridership,2,0
06/01/2020,2020,June,Monday,Staten Island Railway,Ridership,1358,8
06/02/2020,2020,June,Tuesday,Staten Island Railway,Ridership,1516,9
06/03/2020,2020,June,Wednesday,Staten Island Railway,Ridership,1323,8
06/04/2020,2020,June,Thursday,Staten Island Railway,Ridership,1346,8
06/05/2020,2020,June,Friday,Staten Island Railway,Ridership,1249,8
06/06/2020,2020,June,Saturday,Staten Island Railway,Ridership,9,0
06/07/2020,2020,June,Sunday,Staten Island Railway,Ridership,95,2
06/08/2020,2020,June,Monday,Staten Island Railway,Ridership,1596,10
06/09/2020,2020,June,Tuesday,Staten Island Railway,Ridership,1662,10
06/10/2020,2020,June,Wednesday,Staten Island Railway,Ridership,1767,11
06/11/2020,2020,June,Thursday,Staten Island Railway,Ridership,1576,10
06/12/2020,2020,June,Friday,Staten Island Railway,Ridership,1656,10
06/13/2020,2020,June,Saturday,Staten Island Railway,Ridership,17,0
06/14/2020,2020,June,Sunday,Staten Island Railway,Ridership,7,0
06/15/2020,2020,June,Monday,Staten Island Railway,Ridership,1813,11
06/16/2020,2020,June,Tuesday,Staten Island Railway,Ridership,1874,12
06/17/2020,2020,June,Wednesday,Staten Island Railway,Ridership,1857,11
06/18/2020,2020,June,Thursday,Staten Island Railway,Ridership,1936,12
06/19/2020,2020,June,Friday,Staten Island Railway,Ridership,1751,45
06/20/2020,2020,June,Saturday,Staten Island Railway,Ridership,22,0
06/21/2020,2020,June,Sunday,Staten Island Railway,Ridership,0,0
06/22/2020,2020,June,Monday,Staten Island Railway,Ridership,2027,13
06/23/2020,2020,June,Tuesday,Staten Island Railway,Ridership,2219,14
06/24/2020,2020,June,Wednesday,Staten Island Railway,Ridership,2194,14
06/25/2020,2020,June,Thursday,Staten Island Railway,Ridership,2210,14
06/26/2020,2020,June,Friday,Staten Island Railway,Ridership,2115,13
06/27/2020,2020,June,Saturday,Staten Island Railway,Ridership,686,14
06/28/2020,2020,June,Sunday,Staten Island Railway,Ridership,590,15
06/29/2020,2020,June,Monday,Staten Island Railway,Ridership,2317,14
06/30/2020,2020,June,Tuesday,Staten Island Railway,Ridership,2386,15
07/01/2020,2020,July,Wednesday,Staten Island Railway,Ridership,2305,17
07/02/2020,2020,July,Thursday,Staten Island Railway,Ridership,2365,17
07/03/2020,2020,July,Friday,Staten Island Railway,Ridership,1138,32
07/04/2020,2020,July,Saturday,Staten Island Railway,Ridership,690,14
07/05/2020,2020,July,Sunday,Staten Island Railway,Ridership,528,15
07/06/2020,2020,July,Monday,Staten Island Railway,Ridership,2222,16
07/07/2020,2020,July,Tuesday,Staten Island Railway,Ridership,2403,17
07/08/2020,2020,July,Wednesday,Staten Island Railway,Ridership,2454,18
07/09/2020,2020,July,Thursday,Staten Island Railway,Ridership,2571,19
07/10/2020,2020,July,Friday,Staten Island Railway,Ridership,2117,15
07/11/2020,2020,July,Saturday,Staten Island Railway,Ridership,812,16
07/12/2020,2020,July,Sunday,Staten Island Railway,Ridership,731,20
07/13/2020,2020,July,Monday,Staten Island Railway,Ridership,2504,18
07/14/2020,2020,July,Tuesday,Staten Island Railway,Ridership,2669,19
07/15/2020,2020,July,Wednesday,Staten Island Railway,Ridership,2751,20
07/16/2020,2020,July,Thursday,Staten Island Railway,Ridership,2756,20
07/17/2020,2020,July,Friday,Staten Island Railway,Ridership,2427,18
07/18/2020,2020,July,Saturday,Staten Island Railway,Ridership,786,15
07/19/2020,2020,July,Sunday,Staten Island Railway,Ridership,504,14
07/20/2020,2020,July,Monday,Staten Island Railway,Ridership,2428,18
07/21/2020,2020,July,Tuesday,Staten Island Railway,Ridership,2725,20
07/22/2020,2020,July,Wednesday,Staten Island Railway,Ridership,2716,20
07/23/2020,2020,July,Thursday,Staten Island Railway,Ridership,2632,19
07/24/2020,2020,July,Friday,Staten Island Railway,Ridership,2511,18
07/25/2020,2020,July,Saturday,Staten Island Railway,Ridership,799,16
07/26/2020,2020,July,Sunday,Staten Island Railway,Ridership,542,15
07/27/2020,2020,July,Monday,Staten Island Railway,Ridership,2626,19
07/28/2020,2020,July,Tuesday,Staten Island Railway,Ridership,2635,19
07/29/2020,2020,July,Wednesday,Staten Island Railway,Ridership,2778,20
07/30/2020,2020,July,Thursday,Staten Island Railway,Ridership,2746,20
07/31/2020,2020,July,Friday,Staten Island Railway,Ridership,2429,18
08/01/2020,2020,August,Saturday,Staten Island Railway,Ridership,904,19
08/02/2020,2020,August,Sunday,Staten Island Railway,Ridership,615,17
08/03/2020,2020,August,Monday,Staten Island Railway,Ridership,2955,22
08/04/2020,2020,August,Tuesday,Staten Island Railway,Ridership,1499,11
08/05/2020,2020,August,Wednesday,Staten Island Railway,Ridership,2824,21
08/06/2020,2020,August,Thursday,Staten Island Railway,Ridership,3125,23
08/07/2020,2020,August,Friday,Staten Island Railway,Ridership,2741,20
